time,open,high,low,close,vol,%,id,timestamp,"Vol (20)","Vol (20)","MACD","MACD","MACD","MACD"
725898600,43.9688,43.96899,43.75,43.938,1003200,None,0,1993-01-01 14:30:00,1003200,None,None,3,None,None
728577000,43.96875,45.125,42.8125,44.40625,5417600,1.07,1,1993-02-01 14:30:00,5417600,None,None,3,None,None
730996200,44.5625,45.84375,44.21875,45.1875,3019200,1.76,2,1993-03-01 14:30:00,3019200,None,None,3,None,None
733674600,45.25,45.25,43.28125,44.03125,2697200,-2.56,3,1993-04-01 14:30:00,2697200,None,None,3,None,None
736435800,44.09375,45.65625,43.84375,45.21875,1808000,2.7,4,1993-05-03 13:30:00,1808000,None,None,3,None,None
738941400,45.375,45.8125,44.21875,45.0625,3438000,-0.35,5,1993-06-01 13:30:00,3438000,None,None,3,None,None
741533400,45.125,45.21875,44.15625,44.84375,6117600,-0.49,6,1993-07-01 13:30:00,6117600,None,None,3,None,None
744298200,44.90625,46.5625,44.84375,46.5625,5440100,3.83,7,1993-08-02 13:30:00,5440100,None,None,3,None,None
746890200,46.40625,46.59375,44.8125,45.9375,4369900,-1.34,8,1993-09-01 13:30:00,4369900,None,None,3,None,None
749482200,45.875,47.15625,45.71875,46.84375,6972900,1.97,9,1993-10-01 13:30:00,6972900,None,None,3,None,None
752164200,46.78125,47,45.53125,46.34375,5351100,-1.07,10,1993-11-01 14:30:00,5351100,None,None,3,None,None
754756200,46.59375,47.15625,46.375,46.59375,6128000,0.54,11,1993-12-01 14:30:00,6128000,None,None,3,None,None
757607400,46.59375,48.3125,46.40625,48.21875,6837100,3.49,12,1994-01-03 14:30:00,6837100,None,None,3,None,None
760113000,48.15625,48.28125,46.5625,46.8125,10974400,-2.92,13,1994-02-01 14:30:00,10974400,None,None,3,None,None
762532200,46.8125,47.3125,43.53125,44.59375,14705500,-4.74,14,1994-03-01 14:30:00,14705500,None,None,3,None,None
765210600,43.34375,45.35937,43.34375,45.09375,11429000,1.12,15,1994-04-01 14:30:00,11429000,None,None,3,None,None
767885400,45.09375,45.9375,44.17187,45.8125,8545100,1.59,16,1994-05-02 13:30:00,8545100,None,None,3,None,None
770477400,45.70312,46.5625,44,44.46875,10352701,-2.93,17,1994-06-01 13:30:00,10352701,None,None,3,None,None
773069400,44.6875,46.04687,44.375,45.90625,5452100,3.23,18,1994-07-01 13:30:00,5452100,None,None,3,None,None
775747800,45.9375,47.98437,45.65625,47.65625,7945800,3.81,19,1994-08-01 13:30:00,7945800,6400225.05,None,3,None,None
778426200,47.5,47.71875,45.73437,46.17187,6309300,-3.11,20,1994-09-01 13:30:00,6309300,6665530.05,None,3,None,None
781191000,46.20312,47.70312,45,47.48437,5437600,2.84,21,1994-10-03 13:30:00,5437600,6666530.05,None,3,None,None
783700200,47.28125,47.32812,44.60937,45.59375,4807300,-3.98,22,1994-11-01 14:30:00,4807300,6755935.05,None,3,None,None
786292200,45.64062,46.40625,44.6875,45.5625,8568500,-0.07,23,1994-12-01 14:30:00,8568500,7049500.05,None,3,None,None
789057000,45.70312,47.23437,45.6875,47.09375,2768000,3.36,24,1995-01-02 14:30:00,2768000,7097500.05,None,3,None,None
791649000,47.15625,49.15625,47,49.01562,5954800,4.08,25,1995-02-01 14:30:00,5954800,7223340.05,None,3,0.6675651989199807,None
794068200,48.96875,50.89062,48.21875,50.10937,4533300,2.23,26,1995-03-01 14:30:00,4533300,7144125.05,None,3,0.8974204192483128,None
796915800,50.09375,51.67187,50.0625,51.59375,4388700,2.96,27,1995-04-03 13:30:00,4388700,7091555.05,None,3,1.1856914845283697,None
799335000,51.54687,53.64062,51.39062,53.64062,6986200,3.97,28,1995-05-01 13:30:00,6986200,7222370.05,None,3,1.5613158065052914,None
802013400,53.40625,55.15625,52.75,54.40625,5790900,1.43,29,1995-06-01 13:30:00,5790900,7163270.05,None,3,1.8988914911709074,None
804778200,54.46875,56.70312,54.20312,56.15625,5508200,3.22,30,1995-07-03 13:30:00,5508200,7171125.05,None,3,2.2813352157246456,None
807283800,56.23437,56.79687,55.42187,56.40625,8100100,0.45,31,1995-08-01 13:30:00,8100100,7269730.05,None,3,2.5749155102812864,None
809962200,56.39062,58.90625,56.34375,58.48437,7431600,3.68,32,1995-09-01 13:30:00,7431600,7299455.05,None,3,2.941360749489121,None
812640600,58.48437,59.1875,57.26562,58.3125,8944800,-0.29,33,1995-10-02 13:30:00,8944800,7197975.05,1.2712618025987288,1,3.1812315124070594,1.9099697098083306
815236200,58.28125,61.20312,58.23437,60.90625,8841700,4.45,34,1995-11-01 14:30:00,8841700,6904785.05,1.3038801742791115,0,3.53981992765722,2.2359397533781085
817828200,60.98437,62.79687,60.57812,61.48437,9816800,0.95,35,1995-12-01 14:30:00,9816800,6824175.05,1.2724828163079933,1,3.8265432737631,2.554060457455107
820506600,61.40625,63.6875,59.64062,63.67187,10661300,3.56,36,1996-01-01 14:30:00,10661300,6929985.05,1.3024141666283082,0,4.182078165740492,2.879663999112184
823185000,63.60937,66.6875,63.4375,63.875,14850400,0.32,37,1996-02-01 14:30:00,14850400,7154870,1.2396097894412703,1,4.429176235913772,3.1895664464725018
825690600,64.64062,66,62,64.6875,19022900,1.27,38,1996-03-01 14:30:00,19022900,7833410,1.1580360124168316,1,4.637111461993541,3.4790754495767096
828369000,65,65.8125,62.125,65.39062,14999300,1.09,39,1996-04-01 14:30:00,14999300,8186085,1.059354396996624,1,4.803268445822489,3.7439140488258653
830957400,65.375,68.4375,63.07812,66.875,17453200,2.27,40,1996-05-01 13:30:00,17453200,8743280,1.0025666783258935,1,4.997122396733232,3.9945557184073386
833808600,66.89062,68.5,66.15625,67.10937,16871800,0.35,41,1996-06-03 13:30:00,16871800,9314990,0.8929563783610455,1,5.110751191358645,4.2177948129975995
836227800,67.28125,67.70312,60.375,64.09375,28834400,-4.49,42,1996-07-01 13:30:00,28834400,10516345,0.546541863387537,1,4.900972142232021,4.354430278844484
838906200,64.15625,67.34375,64.0625,65.32812,15593100,1.93,43,1996-08-01 13:30:00,15593100,10867575,0.33984142899208614,1,4.779232065084592,4.439390636092506
841671000,64.46875,69.25,64.375,68.625,17216100,5.05,44,1996-09-02 13:30:00,17216100,11589980,0.36239665435974633,0,4.892386454042189,4.5299897996824425
844176600,68.70312,71.625,68.4375,70.84375,14791800,3.23,45,1996-10-01 13:30:00,14791800,12031830,0.45783279048989467,0,5.102280787794811,4.644447997304916
846858600,70.98437,76.6875,70.26562,76.01562,24089700,7.3,46,1996-11-01 14:30:00,24089700,13009650,0.7813640754250617,0,5.621153091586244,4.839789016161182
849537000,75.92187,76.57812,71.875,73.84375,34952800,-2.86,47,1996-12-02 14:30:00,34952800,14537855,0.7604597188615303,1,5.790363664738095,5.029903945876565
852129000,74.375,79.6875,72.75,78.40625,43623700,6.18,48,1997-01-01 14:30:00,43623700,16369730,0.9528041351070193,0,6.220909114760339,5.2681049796533195
854980200,78.71875,82,77.125,79.15625,30028800,0.96,49,1997-02-03 14:30:00,30028800,17581625,1.0232492620390614,0,6.5471665572021465,5.523917295163085
857399400,78.75,81.79687,75.6875,75.6875,37514299,-4.38,50,1997-03-03 14:30:00,37514299,19181929.95,0.7420344647712707,1,6.451460376127173,5.709425911355902
859905000,75.25,80.6875,73.3125,80.09375,57679302,5.82,51,1997-04-01 14:30:00,57679302,21660890.05,0.7560206400788427,0,6.654451711454456,5.898431071375613
862493400,80.21875,85.5625,79.3125,85.15625,37473400,6.32,52,1997-05-01 13:30:00,37473400,23162980.05,0.9944571054971094,0,7.141502453247,6.1470453477498905
865258200,85.34375,90.5,84.07812,88.3125,47332501,3.71,53,1997-06-02 13:30:00,47332501,25082365.1,1.2371564403634272,0,7.693490898204175,6.4563344578407476
867763800,88.5,96.03125,88.39062,95.3125,65361199,7.93,54,1997-07-01 13:30:00,65361199,27908340.05,1.7122843745594585,0,8.59668992604007,6.884405551480612
870442200,95.5,96.625,89.34375,90.375,98208600,-5.18,55,1997-08-01 13:30:00,98208600,32327930.05,1.5424610562303993,1,8.812481871768611,7.270020815538212
873120600,90.6875,96.375,90.25,94.375,78642199,4.43,56,1997-09-01 13:30:00,78642199,35726975,1.5441519961826584,0,9.200210810766535,7.656058814583877
875712600,95.25,98.5,84.375,92.0625,137490492,-2.45,57,1997-10-01 13:30:00,137490492,41858979.6,1.2468876709777268,1,9.214668403306035,7.9677807323283085
878567400,93.1875,96.8125,90.09375,95.625,93157295,3.87,58,1997-11-03 14:30:00,93157295,45565699.35,1.14991393013862,1,9.405173145001584,8.255259214862964
880986600,96.21875,99,92.375,97.0625,79162298,1.5,59,1997-12-01 14:30:00,79162298,48773849.25,1.0453285489798851,1,9.561919901087819,8.516591352107934
883665000,97.3125,99.5625,90.90625,98.3125,104582292,1.29,60,1998-01-01 14:30:00,104582292,53130303.85,0.9271065504531215,1,9.675474540174335,8.748367989721213
886429800,99.90625,105.53125,99.71875,105.125,69737098,6.93,61,1998-02-02 14:30:00,69737098,55773568.75,1.1594074684834972,0,10.197627325325584,9.038219856842087
888849000,105.25,111.53125,103.15625,109.9375,87316904,4.58,62,1998-03-02 14:30:00,87316904,58697693.95,1.46895391009231,0,10.874412244457474,9.405458334365164
891441000,110.3125,113.4375,107.625,111.34375,118629394,1.28,63,1998-04-01 14:30:00,118629394,63849508.65,1.5899624529363798,0,11.392911400535638,9.802948947599258
894029400,111.75,113.3125,107.57812,109.03125,116264805,-2.08,64,1998-05-01 13:30:00,116264805,68801943.9,1.3455098422792524,1,11.484836250448325,10.139326408169072
896707800,108.96875,114.6875,107.5,113.3125,141993602,3.93,65,1998-06-01 13:30:00,141993602,75162034,1.302538902254625,1,11.767500035987354,10.464961133732729
899299800,114.0625,119.23437,111.3125,111.78125,155280205,-1.35,66,1998-07-01 13:30:00,155280205,81721559.25,1.0141964571411002,1,11.732706705159103,10.718510248018003
902151000,111.78125,112.42187,95,96,268542813,-14.12,67,1998-08-03 13:30:00,268542813,93401059.9,-0.32453797456839517,3,10.31283777980751,10.637375754375904
904656600,96.0625,107,93.625,101.75,269370500,5.99,68,1998-09-01 13:30:00,269370500,104688399.9,-0.8766453211724716,3,9.541569102910316,10.418214424082787
907248600,100.03125,110.90625,92.21875,110,249152714,8.11,69,1998-10-01 13:30:00,249152714,115644595.6,-0.7452254593502143,2,9.486682599895019,10.231908059245233
910017000,110.8125,119.71875,110.1875,116.125,136368990,5.57,70,1998-11-02 14:30:00,136368990,120587330.15,-0.3261872477736958,2,9.824173999528114,10.15036124730181
912522600,116.125,124.75,113.75,123.3125,155694400,6.19,71,1998-12-01 14:30:00,155694400,125488085.05,0.3197076123815865,0,10.549995762778792,10.230288150397206
915201000,123.375,128.29687,120.375,127.65625,141411495,3.52,72,1999-01-01 14:30:00,141411495,130684989.8,0.8917227892621291,0,11.344941636974866,10.453218847712737
917879400,128.6875,128.84375,121.32812,123.5625,164624903,-3.21,73,1999-02-01 14:30:00,164624903,136549609.9,0.8469516760957809,1,11.511908442832464,10.664956766736683
920298600,123.65625,132.625,121.78125,128.375,148201191,3.89,74,1999-03-01 14:30:00,148201191,140691609.5,0.9843835353826389,0,11.895436185964982,10.911052650582343
922977000,129.6875,137.5,128.125,133.25,156755704,3.8,75,1999-04-01 14:30:00,156755704,143618964.7,1.2305572775769456,0,12.449249247553524,11.218691969976579
925738200,133.4375,138,128,130.20312,182568301,-2.29,76,1999-05-03 13:30:00,182568301,148815269.8,1.0236229273530366,1,12.498220629167875,11.474597701814838
928243800,130.125,137.5,128.01562,137,160691686,5.22,77,1999-06-01 13:30:00,160691686,149975329.5,1.1694097662180916,0,12.936359909587452,11.76695014336936
930835800,137,142.25,132.5625,132.75,115627009,-3.1,78,1999-07-01 13:30:00,115627009,151098815.2,0.8209816305859441,1,12.793177181601791,11.972195551015847
933600600,132.75,138.78125,127,132.0625,142925894,-0.52,79,1999-08-02 13:30:00,142925894,154286995,0.40653354624092586,1,12.480362483817004,12.073828937576078
936192600,132.9375,136.625,125.5625,128.75,167972803,-2.51,80,1999-09-01 13:30:00,167972803,157456520.55,-0.19601644922056138,3,11.828808376050375,12.024824825270937
938784600,127.9375,137.6875,123.4375,137,196829408,6.41,81,1999-10-01 13:30:00,196829408,163811136.05,-0.14653991297194224,2,11.841649934056008,11.98818984702795
941466600,136.5,143,134.59375,139.39062,125040502,1.74,82,1999-11-01 14:30:00,125040502,165697315.95,-0.06457736920303603,2,11.907468135524155,11.972045504727191
944058600,139.3125,147.5625,139,146.875,121528096,5.37,83,1999-12-01 14:30:00,121528096,165842251.05,0.35866921087493964,0,12.420382018320865,12.061712807445925
946909800,148.25,148.25,135,139.625,156696903,-4.94,84,2000-01-03 14:30:00,156696903,167863855.95,0.03250753894681324,1,12.102347231129443,12.06983969218263
949415400,139.75,144.5625,132.71875,137.4375,187179401,-1.57,85,2000-02-01 14:30:00,187179401,170123145.9,-0.42326794126911693,3,11.540754765596233,11.96402270686535
951921000,137.625,155.75,135.03125,150.375,247591093,9.41,86,2000-03-01 14:30:00,247591093,174738690.3,0.029816536821716255,0,12.001293377892495,11.971476841070778
954768600,150.125,153.10937,133.5,145.09375,230445599,-3.51,87,2000-04-03 13:30:00,230445599,172833829.6,-0.1339406283890039,3,11.804051055584523,11.937991683973527
957187800,146.5625,148.48437,136.5,142.8125,160575597,-1.57,88,2000-05-01 13:30:00,160575597,167394084.45,-0.4839794949779552,3,11.333017315251084,11.816996810229039
959866200,143.6875,149.15625,143,145.28125,125355706,1.73,89,2000-06-01 13:30:00,125355706,161204234.05,-0.6281895170141603,3,11.031759913961338,11.659949430975498
962631000,145.4375,151.98437,141.51562,142.90625,104381801,-1.63,90,2000-07-03 13:30:00,104381801,159604874.6,-0.9435153173390258,3,10.480555284301715,11.424070601640741
965136600,143.625,153.09375,142.625,152.34375,101771692,6.6,91,2000-08-01 13:30:00,101771692,156908739.2,-0.5935666568195916,2,10.682112280616252,11.275678937435844
967815000,153.25,153.59375,142.125,143.625,106305804,-5.72,92,2000-09-01 13:30:00,106305804,155153454.65,-1.0023183400105964,3,10.022781012422598,11.025099352433195
970493400,144.28125,145.75,130.15625,142.95312,178408898,-0.47,93,2000-10-02 13:30:00,178408898,155842654.4,-1.3493643308185987,3,9.338393938909945,10.687758269728544
973089000,142.25,144.29687,129.75,132.28125,156699911,-7.47,94,2000-11-01 14:30:00,156699911,156267590.4,-2.2746421905161096,3,7.844455531583407,10.119097722099516
975681000,133.1875,139.5625,125.53125,131.1875,165516296,-0.83,95,2000-12-01 14:30:00,165516296,156705620,-2.897402377235988,3,6.497344750554532,9.39474712779052
978359400,132,138.7,127.5625,137.02,181296391,4.45,96,2001-01-01 14:30:00,181296391,156642024.5,-2.8492833691053736,2,5.833142916408804,8.682426285514177
981037800,137.10001,137.99001,121.8,123.95,178610414,-9.54,97,2001-02-01 14:30:00,178610414,157537960.9,-3.583012053815862,3,4.203661218244349,7.786673272060211
983457000,124.05,127.75,108.03999,116.69,318192685,-5.86,98,2001-03-01 14:30:00,318192685,167666244.7,-4.389377419390472,3,2.2999514978221214,6.689328917212594
986218200,116.3,127.27,109.3,124.91,251951797,7.04,99,2001-04-02 13:30:00,251951797,173117539.85,-4.201097329489348,2,1.4379572553509092,5.639054584840257
988723800,125.07001,132.09,123.44,125.95,208067296,0.83,100,2001-05-01 13:30:00,208067296,175122264.5,-3.847898366613678,2,0.8291816265731597,4.677079993186838
991402200,126.2,129.23,120.39999,122.60001,203597000,-2.66,101,2001-06-01 13:30:00,203597000,175460644.1,-3.681235489690187,2,0.07553563107410355,3.7567711207642907
994080600,122.8,124.32001,116.75,121.35001,196934304,-1.02,102,2001-07-02 13:30:00,196934304,179055334.2,-3.4978198248838503,2,-0.6155036603405222,2.882316164543328
996672600,121.97,123.25,112.03999,114.14999,269612609,-5.93,103,2001-08-01 13:30:00,269612609,186459559.85,-3.6852629265684316,3,-1.7242624936672115,1.9610004329012203
999523800,113.85001,116.17,93.8,104.44,419269200,-8.51,104,2001-09-03 13:30:00,419269200,199588174.7,-4.247108003226632,3,-3.34788457113207,0.8992234320945622
1001943000,103.89999,111.78999,102.83,105.8,512856186,1.3,105,2001-10-01 13:30:00,512856186,215872013.95,-4.298027218577457,3,-4.473310591127259,-0.17528337254980197
1004625000,106.60001,116.89999,105.69901,114.05,373884200,7.8,106,2001-11-01 14:30:00,373884200,222186669.3,-3.5765389557945335,2,-4.645957067292969,-1.0694181114984354
1007389800,113.64999,118,112,114.3,308496493,0.22,107,2001-12-03 14:30:00,308496493,226089214,-2.9111319114764234,2,-4.7083330008439646,-1.7972010893675412
1009895400,115.11,117.99001,108.39999,113.17999,349532800,-0.98,108,2002-01-01 14:30:00,349532800,235537074.15,-2.3965530043336165,2,-4.792892344784562,-2.3963393404509454
1012573800,113.09,113.3,107.82001,111.14999,424644622,-1.79,109,2002-02-01 14:30:00,424644622,250501519.95,-2.0560965349871747,2,-4.966460009184914,-2.910363474197739
1014993000,111.72,117.907,111.50999,114.52,386559470,3.03,110,2002-03-01 14:30:00,386559470,264610403.4,-1.4933216443392765,2,-4.777015529621835,-3.2836938852825583
1017671400,114.23,115.10001,106.63,107.86,404594438,-5.82,111,2002-04-01 14:30:00,404594438,279751540.7,-1.4573916881247908,2,-5.105433495438547,-3.648041807313756
1020259800,107.97,111.25,104.89999,107.22,452683820,-0.59,112,2002-05-01 13:30:00,452683820,297070441.5,-1.366057411167279,2,-5.355613571272855,-3.989556160105576
1023111000,107.09,107.60001,95.19501,98.96001,535607808,-7.7,113,2002-06-03 13:30:00,535607808,314930387,-1.7279611119978568,3,-6.149507550102896,-4.42154643810504
1025530200,99.187,99.8,77.67999,91.16,1124766080,-7.88,114,2002-07-01 13:30:00,1124766080,363333695.45,-2.3216807847044834,3,-7.323647418985644,-5.00196663428116
1028208600,90.88,97.14999,83.55,91.78,937002640,0.68,115,2002-08-01 13:30:00,937002640,401908012.65,-2.4869375035853976,3,-8.110638513762908,-5.62370101017751
1030973400,90.735,93.33,80.00999,81.78999,1014628128,-10.88,116,2002-09-02 13:30:00,1014628128,443574599.5,-3.0464167310932586,3,-9.431721924044083,-6.385305192950825
1033479000,82.438,91.28999,77.07001,88.52,1346309520,8.23,117,2002-10-01 13:30:00,1346309520,501959554.8,-2.7496821487062784,2,-9.822407878833673,-7.072725730127394
1036161000,88.35001,94.95,87.45,93.98,819210480,6.17,118,2002-11-01 14:30:00,819210480,527010444.55,-2.0066266444392173,2,-9.581009035676416,-7.574382391237199
1038839400,95.47,96.05,87.11,88.23,729006392,-6.12,119,2002-12-02 14:30:00,729006392,550863174.3,-1.733600533760029,2,-9.741383058437236,-8.007782524677207
1041431400,88.85001,93.86,84.14999,86.06,919194016,-2.46,120,2003-01-01 14:30:00,919194016,586419510.3,-1.5370737581202238,2,-9.929124722327487,-8.392050964207263
1044282600,86.14,86.817,81,84.89999,863461696,-1.35,121,2003-02-03 14:30:00,863461696,619412745.1,-1.330839037676828,2,-10.055599761303299,-8.72476072362647
1046701800,85.25999,89.88,79.383,84.74001,1158049760,-0.19,122,2003-03-03 14:30:00,1158049760,667468517.9,-1.0624779006215395,2,-10.052858099403394,-8.990380198781855
1049207400,85.25,92.8,84.91,91.91,998705472,8.46,123,2003-04-01 14:30:00,998705472,703923161.05,-0.29904190016654475,2,-9.364182573990036,-9.06514067382349
1051795800,91.92,97.09,90.5,96.95,884710416,5.48,124,2003-05-01 13:30:00,884710416,727195221.85,0.5994274480368738,0,-8.3158563637774,-8.915283811814273
1054560600,97.53,102.179,96.67,97.63,871557632,0.7,125,2003-06-02 13:30:00,871557632,745130294.15,1.2558226040444964,0,-7.345505556758653,-8.601328160803149
1057066200,97.25301,101.89999,96.42999,99.39,921051712,1.8,126,2003-07-01 13:30:00,921051712,772488669.75,1.792141830602418,0,-6.361150872550127,-8.153292703152545
1059744600,99.19,101.81799,96.34,101.44,777481327,2.06,127,2003-08-01 13:30:00,777481327,795937911.45,2.2395075195190772,0,-5.353908303753698,-7.5934158232727755
1062423000,101.64,104.7,99.25,99.95,821365600,-1.47,128,2003-09-01 13:30:00,821365600,819529551.45,2.376648385151518,0,-4.622605341833378,-6.999253726984896
1065015000,100.24001,105.97,100.2,105.3,833865824,5.35,129,2003-10-01 13:30:00,833865824,839990611.55,2.7432531489084955,0,-3.570187290849276,-6.3134404397577715
1067869800,105.75,106.95,103.62,106.45,631337401,1.09,130,2003-11-03 14:30:00,631337401,852229508.1,2.9601767941901027,0,-2.6132194470201426,-5.573396241210245
1070289000,106.92999,111.52,105.96001,111.28,679228295,4.54,131,2003-12-01 14:30:00,679228295,865961200.95,3.300013879434344,0,-1.448378891917315,-4.748392771351659
1072967400,111.74001,116.5,110.73,113.48,746542832,1.98,132,2004-01-01 14:30:00,746542832,880654151.55,3.5237140510596063,0,-0.343750207527151,-3.8674642585867574
1075732200,113.7,116.60001,112.78,115.02,676247904,1.36,133,2004-02-02 14:30:00,676247904,887686156.35,3.6127442073146936,0,0.6484660005566099,-2.9642782067580837
1078151400,115.42999,116.97,108.85001,113.10001,1126366352,-1.67,134,2004-03-01 14:30:00,1126366352,887766169.95,3.3836560455573044,1,1.2652918501885466,-2.1183641953687578
1080829800,113.07001,115.41,110.89999,110.96001,969151488,-1.89,135,2004-04-01 14:30:00,969151488,889373612.35,2.945434104247626,1,1.563428434940775,-1.3820056693068512
1083591000,111.37,113.25999,108.06,112.86,984820576,1.71,136,2004-05-03 13:30:00,984820576,887883234.75,2.6502129633231006,1,1.9307605348470247,-0.7194524284760759
1086096600,112.46001,114.94,111.87,114.53,726798816,1.48,137,2004-06-01 13:30:00,726798816,856907699.55,2.4393801378033926,1,2.3297727437781646,-0.10960739402522779
1088688600,114.25,114.39999,108.21001,110.84,956346304,-3.22,138,2004-07-01 13:30:00,956346304,863764490.75,1.9448699597719572,1,2.321480055689719,0.3766100959177616
1091453400,110.19,113.61,106.59,111.11,924459360,0.24,139,2004-08-02 13:30:00,924459360,873537139.15,1.5467645502743554,1,2.310065783760706,0.7633012334863505
1094045400,110.94,113.74001,110.41,111.75999,792619408,0.58,140,2004-09-01 13:30:00,792619408,867208408.75,1.2506778102125922,1,2.3266484962520906,1.0759706860394984
1096637400,112.25999,114.67999,109.35001,113.2,1046489408,1.29,141,2004-10-01 13:30:00,1046489408,876359794.35,1.0816224349509855,1,2.4279987297282304,1.3463762947772449
1099319400,113.56,119.14,113.2,117.89,964579904,4.14,142,2004-11-01 14:30:00,964579904,866686301.55,1.205991553173384,0,2.853865736243975,1.647874183070591
1101911400,118.16,121.66,117.73,120.87,911529680,2.53,143,2004-12-01 14:30:00,911529680,862327511.95,1.395876920822133,0,3.3927203340982572,1.9968434132761241
1104762600,121.56,121.75999,116.37,118.16,1191128848,-2.24,144,2005-01-03 14:30:00,1191128848,877648433.55,1.250568506625871,1,3.560054046558463,2.309485539932592
1107268200,118.25,121.67,118.10001,120.63,1029653952,2.09,145,2005-02-01 14:30:00,1029653952,885553249.55,1.2305096309196668,1,3.8476225785821754,2.6171129476625086
1109687400,120.78,123.25,116.25,117.96001,1342371888,-2.21,146,2005-03-01 14:30:00,1342371888,906619258.35,0.9591795246609625,1,3.8160873534887116,2.856907828827749
1112365800,118.63,119.25999,113.55,115.75,1668289744,-1.87,147,2005-04-01 14:30:00,1668289744,951159679.2,0.5717497363905251,1,3.5715949993159057,2.9998452629253807
1115040600,116.07001,120.25,114.8,119.48,1346291376,3.22,148,2005-05-02 13:30:00,1346291376,977405968,0.5096350543094865,1,3.6368890808122387,3.127254026502752
1117632600,119.52,121.94,118.75,119.17999,1106029664,-0.25,149,2005-06-01 13:30:00,1106029664,991014160,0.39633034792222066,1,3.6226669614055282,3.2263366134833076
1120224600,119.45,124.64,118.25999,123.74001,1186572224,3.83,150,2005-07-01 13:30:00,1186572224,1018775901.15,0.5661327896027992,0,3.9340026004868065,3.3678698108840073
1122903000,123.83,124.74001,120.38,122.58,1314950080,-0.94,151,2005-08-01 13:30:00,1314950080,1050561990.4,0.538150699705962,1,4.04055818551646,3.502407485810498
1125581400,122.50999,124.74001,120.44,123.03999,1286806880,0.38,152,2005-09-01 13:30:00,1286806880,1077575192.8,0.4898260256134077,1,4.114690017827257,3.6248639922138497
1128346200,122.96001,123.34,116.88,120.13,1793909760,-2.37,153,2005-10-03 13:30:00,1793909760,1133458285.6,0.21510360981073706,1,3.8937435044772712,3.678639894666534
1130855400,120.58,127.41,120.13,125.41,1185290624,4.4,154,2005-11-01 14:30:00,1185290624,1136404499.2,0.33505664240322863,0,4.09746069767057,3.7624040552673415
1133447400,126.02,128.57001,124.36,124.50999,1073662416,-0.72,155,2005-12-01 14:30:00,1073662416,1141630045.6,0.3009390013014448,1,4.138577806894148,3.837638805592703
1136212200,125.10001,129.44,124.39,127.5,1231803008,2.4,156,2006-01-02 14:30:00,1231803008,1153979167.2,0.4196074376426515,0,4.362148102646017,3.942540665003366
1138804200,127.82001,130.03999,123.64,128.23,1145400544,0.57,157,2006-02-01 14:30:00,1145400544,1174909253.6,0.48263350321081866,0,4.545832544016889,4.0631990408060705
1141223400,128.60001,131.47,127.17999,129.83,1353312576,1.25,158,2006-03-01 14:30:00,1353312576,1194757567.2,0.5619014263884292,0,4.7655758237916075,4.203674397403178
1144071000,130.07001,131.86,128.02,131.47,1300735968,1.26,159,2006-04-03 13:30:00,1300735968,1213571397.6,0.6484660952825481,0,5.014257016506363,4.365790921223815
1146490200,131.47,132.8,124.75999,127.50999,1752940720,-3.01,160,2006-05-01 13:30:00,1752940720,1261587463.2,0.37620881908764314,1,4.836051945083369,4.459843125995726
1149168600,127.38,129.42999,122.34,127.23,2165461536,-0.22,161,2006-06-01 13:30:00,2165461536,1317536069.6,0.1273138987535214,1,4.618985499437628,4.491671600684106
